ENSEMBL GENE	psms.CSF-01	top3int.CSF-01	peptides.CSF-01	psms.CSF-02	top3int.CSF-02	peptides.CSF-02	psms.adipocyte-01	top3int.adipocyte-01	peptides.adipocyte-01	psms.adipocyte-02	top3int.adipocyte-02	peptides.adipocyte-02	psms.adipocyte-03	top3int.adipocyte-03	peptides.adipocyte-03	psms.adipocyte-04	top3int.adipocyte-04	peptides.adipocyte-04	psms.adipocyte-05	top3int.adipocyte-05	peptides.adipocyte-05	psms.adipocyte-06	top3int.adipocyte-06	peptides.adipocyte-06	psms.adipocyte-07	top3int.adipocyte-07	peptides.adipocyte-07	psms.adipocyte-08	top3int.adipocyte-08	peptides.adipocyte-08	psms.adipocyte-09	top3int.adipocyte-09	peptides.adipocyte-09	psms.adipocyte-10	top3int.adipocyte-10	peptides.adipocyte-10	psms.adipocyte-11	top3int.adipocyte-11	peptides.adipocyte-11	psms.adipocyte-12	top3int.adipocyte-12	peptides.adipocyte-12	psms.adipocyte-13	top3int.adipocyte-13	peptides.adipocyte-13	psms.bone-01	top3int.bone-01	peptides.bone-01	psms.bone-02	top3int.bone-02	peptides.bone-02	psms.breast-01	top3int.breast-01	peptides.breast-01	psms.heart-01	top3int.heart-01	peptides.heart-01	psms.heart-02	top3int.heart-02	peptides.heart-02	psms.heart-03	top3int.heart-03	peptides.heart-03	psms.heart-04	top3int.heart-04	peptides.heart-04	psms.heart-05	top3int.heart-05	peptides.heart-05	psms.heart-06	top3int.heart-06	peptides.heart-06	psms.lung-01	top3int.lung-01	peptides.lung-01	psms.lung-02	top3int.lung-02	peptides.lung-02	psms.ovary-01	top3int.ovary-01	peptides.ovary-01	psms.pancreas-01	top3int.pancreas-01	peptides.pancreas-01	psms.platelets_lysate-01	top3int.platelets_lysate-01	peptides.platelets_lysate-01	psms.platelets_lysate-02	top3int.platelets_lysate-02	peptides.platelets_lysate-02	psms.platelets_lysate-03	top3int.platelets_lysate-03	peptides.platelets_lysate-03	psms.platelets_lysate-04	top3int.platelets_lysate-04	peptides.platelets_lysate-04	psms.platelets_lysate-05	top3int.platelets_lysate-05	peptides.platelets_lysate-05	psms.platelets_lysate-06	top3int.platelets_lysate-06	peptides.platelets_lysate-06	psms.platelets_lysate-07	top3int.platelets_lysate-07	peptides.platelets_lysate-07	psms.platelets_lysate-08	top3int.platelets_lysate-08	peptides.platelets_lysate-08	psms.platelets_lysate-09	top3int.platelets_lysate-09	peptides.platelets_lysate-09	psms.platelets_lysate-10	top3int.platelets_lysate-10	peptides.platelets_lysate-10	psms.platelets_lysate-11	top3int.platelets_lysate-11	peptides.platelets_lysate-11	psms.platelets_lysate-12	top3int.platelets_lysate-12	peptides.platelets_lysate-12	psms.platelets_lysate-13	top3int.platelets_lysate-13	peptides.platelets_lysate-13	psms.platelets_lysate-14	top3int.platelets_lysate-14	peptides.platelets_lysate-14	psms.platelets_lysate-15	top3int.platelets_lysate-15	peptides.platelets_lysate-15	psms.platelets_lysate-16	top3int.platelets_lysate-16	peptides.platelets_lysate-16	psms.platelets_lysate-17	top3int.platelets_lysate-17	peptides.platelets_lysate-17	psms.platelets_lysate-18	top3int.platelets_lysate-18	peptides.platelets_lysate-18	psms.platelets_lysate-19	top3int.platelets_lysate-19	peptides.platelets_lysate-19	psms.platelets_lysate-20	top3int.platelets_lysate-20	peptides.platelets_lysate-20	psms.platelets_lysate-21	top3int.platelets_lysate-21	peptides.platelets_lysate-21	psms.platelets_lysate-22	top3int.platelets_lysate-22	peptides.platelets_lysate-22	psms.platelets_lysate-23	top3int.platelets_lysate-23	peptides.platelets_lysate-23	psms.platelets_lysate-24	top3int.platelets_lysate-24	peptides.platelets_lysate-24	psms.platelets_lysate-25	top3int.platelets_lysate-25	peptides.platelets_lysate-25	psms.platelets_lysate-26	top3int.platelets_lysate-26	peptides.platelets_lysate-26	psms.platelets_secreted_trypic_digest-01	top3int.platelets_secreted_trypic_digest-01	peptides.platelets_secreted_trypic_digest-01	psms.platelets_secreted_trypic_digest-02	top3int.platelets_secreted_trypic_digest-02	peptides.platelets_secreted_trypic_digest-02	psms.platelets_secreted_undigested-centroid	top3int.platelets_secreted_undigested-centroid	peptides.platelets_secreted_undigested-centroid
ENSG00000115486	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	358877.668	8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	7126.3527	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000124562	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	343474.7965	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000143507	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	4544.57340000001	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000029639	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	14618.9751	4	5	29500.1145	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000122786	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	8651.7227	1	-	-	-	-	-	-	54	178730.0057	7	52	140079.0148	7	1	103002.256	1	14	1228684.0716	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	95	9373809.4334	30	269	15214315.5819	39	1337	39813432.4732	46	597	15115794.384	39	8	179023.2838	1	1	7905.05590000001	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	77	1320437.9011	3	121	1447611.6288	7	58	2478487.4	5
ENSG00000223609	-	-	-	-	-	-	44	491389.8056	5	530	74882789.2693	13	129	1324435.0946	6	169	1667155.5945	6	138	1656856.251	6	158	596131.8404	6	155	598787.3444	6	143	1993203.736	6	111	375291.4498	5	124	1095950.9743	5	142	1166020.3511	6	155	936830.4048	6	130	773442.8637	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	1533800.6927	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	33874.4915	1	-	-	-	-	-	-	-	-	-	172	7872998.5495	7	96	2472337.0956	5	878	281060116.964	15	424	79409638.4618	14	8	227240.5286	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	7402.1167	1	-	-	-	3	13765.6924	1	-	-	-	-	-	-	-	-	-	-	-	-	5	17745.5679	1	6	12404.7787	1	-	-	-	8	28549.927	3	23	184547.2314	4	-	-	-
ENSG00000139218	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	80240.1219999999	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000178372	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	48502.9516	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	131490.551	1	1	5157.7053	1	-	-	-	3	51361.3302	3	7	68437.8036	4	12	249993.6155	4	7	202984.9016	3	2	25590.5878	1	-	-	-	-	-	-	1	13825.2398	1	-	-	-	3	80399.744	2	-	-	-	7	183438.7453	3	1	23968.7457	1	-	-	-	2	19262.1544	2	6	43340.8219	4	8	98246.6233	3	26	281824.9985	9	1	20487.7415	1	12	128852.9722	6	46	4916338.9851	9	39	161363.4633	7	8	83846.7486	2	-	-	-	-	-	-	-	-	-
ENSG00000167244	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	187802.6897	1	18	112572.9343	1	-	-	-
ENSG00000166947	-	-	-	-	-	-	4	5520.3353	1	10	20999.3886	1	6	13982.4834	1	9	24590.7246	2	14	31377.0227	4	7	7115.0128	1	4	5844.0605	1	12	26798.6995	2	6	17454.7059	2	4	11671.4742	2	3	9343.787	2	8	14454.1785	1	5	7216.9271	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000177370	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	4544.2358	1	1	11861.7091	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	24493.3505	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000070495	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	44749.8325	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000158710	-	-	-	-	-	-	33	70290.0051	3	33	68881.0419	2	32	54048.2629	3	26	39939.8876	2	30	47547.8804	3	30	35315.8736	3	31	36475.7414	3	44	88825.6138	3	14	26832.5672	3	19	51413.6728	3	27	71700.6909	3	14	18560.0041	2	31	53717.3142	4	8	60023.6911	4	5	50551.3682	3	4	18349.2021	3	-	-	-	-	-	-	-	-	-	-	-	-	2	3114.0295	1	55	1244050.0554	9	-	-	-	-	-	-	2	11696.7888	2	1	9802.32029999999	1	638	94104351.1582	28	448	52987017.0125	26	281	17635770.5105	5	187	7139091.2451	8	35	666057.6303	5	77	850817.5038	6	68	823167.7975	6	1290	51814945.6047	19	1932	168505756.3573	21	4932	789948876.3072	21	3648	665983723.3885	20	300	5034493.9748	13	245	4397978.9581	13	93	695180.3614	6	81	969325.1286	7	68	504106.7806	6	87	744099.4784	7	139	867129.4157	6	112	752171.066	8	122	690000.0026	8	117	534544.6184	6	56	219058.7474	7	69	580111.4831	6	90	321659.1972	8	142	387946.7128	8	105	527080.7267	6	828	8106138.9998	23	768	5272851.4194	20	42	8147554.1	3
ENSG00000223532,ENSG00000206450	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2393.1487	1	7	14952.8093	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000130748	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	12712.4843	1	-	-	-	-	-	-	2	75004.7553	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000005884	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	108363.5802	8	60	595183.0475	16	12	153082.9735	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	163073.02	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000128595	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	20511.0379	2	-	-	-	-	-	-	9	2024679.096	7	16	1344610.3986	5	10	860308.618	5	-	-	-	78	3508377.6371	4	180	7995924.2071	8	16	521618.6093	4	7	33316.1115	1	-	-	-	2	11771.8982	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	421913.7287	3	48	435896.9069	3	-	-	-
ENSG00000086102	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	27675.0487999999	2	5	64605.6983000001	3	-	-	-	10	27073.2549	1	15	49518.1849	2	2	4698.3566	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000129128	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	22468.7072	2	7	93612.1936	3	1	11778.2232	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	120668.247	2	2	9829.2622	2	-	-	-	-	-	-	4	151241.5597	3	3	253952.988	2	3	192069.96	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	516416.0342	3	56	1414959.1423	3	64	1367616.4444	3	85	1509415.6619	3	23	530550.0483	3	-	-	-	-	-	-	-	-	-	2	5667.1734	1	13	21157.5428	2	44	40244.6608	2	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183617	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	4195.3523	1	2	49621.2348	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	25181.2188	1	1	2317.3723	1	-	-	-	2	119457.0745	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000175220	-	-	-	-	-	-	8	33469.9517	2	16	70026.1887	2	31	93322.7692	2	23	78135.9009	3	29	94442.1302	2	16	38089.7612	2	27	54291.7478	3	28	106337.9212	3	25	78674.5662	3	43	168884.4037	4	36	142447.8959	6	32	87268.0164	4	38	110433.3406	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	34	98575.9767	6	3	10442.7189	2	-	-	-	29	2661937.2293	6	-	-	-	-	-	-	-	-	-	3	176404.361	3	90	2775375.0191	19	40	1161957.8209	15	29	12174.3601	1	18	11676.8833	2	-	-	-	-	-	-	3	10079.0603	1	8	68352.6066	2	22	311490.6647	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	278	5009746.985	22	1074	16584254.3604	25	693	11355389.9679	23	181	1330683.2992	9	58	539251.4095	8	7	31023.0067	2	12	22067.5194	1	-	-	-	5	15496.3351	2	3	1381.053	1	3	4800.0989	1	10	46427.6492	2	-	-	-	3	4217.7307	1	-	-	-
ENSG00000172354,ENSG00000114450	-	-	-	-	-	-	-	-	-	-	-	-	35	425175.9708	1	33	344322.6344	1	32	290839.8973	1	32	170758.9062	1	-	-	-	32	285687.5859	1	31	223766.9286	1	52	402970.8535	1	41	375361.7359	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000124333	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	81754.8799	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2229.0975	1	-	-	-	-	-	-	-	-	-	17	902740.4867	5	8	367212.0264	4	-	-	-	-	-	-	-	-	-	138	1271499.9941	6	141	1333554.2619	6	9	69527.3719	4	8	30925.9425	3	37	115065.6163	4	22	68415.4004	3	-	-	-	2	1505.3711	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3719.0071	1	-	-	-	-	-	-	5	18168.2471	1	63	180731.2605	5	53	72695.1272	4	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000117394	-	-	-	-	-	-	16	63916.839	2	48	175434.631	2	17	44801.685	2	30	108034.3659	2	26	101199.496	2	22	29790.3279	2	25	41205.3391	2	32	96036.7449	2	12	23633.6323	2	20	71276.1471	2	21	85479.4261000001	2	46	135672.9827	2	28	69129.1106	2	1	1739.1207	1	8	39297.9755	2	44	1208677.5013	5	18	46683.0413	1	9	26327.1364	1	-	-	-	-	-	-	-	-	-	-	-	-	12	38088.714	2	1	2167.6396	1	-	-	-	3	21507.4918	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000267748,ENSG00000167644	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	113297.6816	2	8	535683.3159	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000034510	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	701924.400099999	2	12	536999.2747	2	163	3980281.9869	2	64	1001801.1329	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000120029	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	50762.7721	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	9530.35059999999	1	1	9407.77979999999	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	139532.2679	1	31	144466.3564	2	16	59534.948	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000153922	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	26259.1256	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000075673	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	25455.8247	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000174684	-	-	-	9	128865.6843	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
